Indicator Code,Indicator,Definition,Units,Category,Subcategory,Dimension,Dataset,Source,Link,Priority,Note,# Years,# Countries
ihme-other-unintentional-injuries,Other unintentional injuries,"Death or disability resulting from unintentional injuries not included in transport injuries or elsewhere in unintentional injuries. ICD10: W39-W39.9, W77-W77.9, W81-W81.9, X50-X58.9
Other unintentional injuries was responsible for 107 000 deaths (95% UI 83 300–119 000) in 2019. 62 200 deaths (48 200–70 000) occurred in the 15-49 year age group in 2019.
",% ?,Unintentional injuries,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
ihme-self-harm-and-interpersonal-violence,Self-harm and interpersonal violence,"This cause includes death or disability from deliberate bodily damage inflicted on oneself or from intentional use of physical force or power from another person or group not including military or police forces.
Self-harm and interpersonal violence were responsible for 1·25 million (95% UI 1·16–1·33) deaths in 2019. 787 000 deaths (733 000–842 000) occurred in the 15–49 years age group, constituting 10·6% (10·0–11·2) of deaths for that population.
",% ?,Injuries,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-self-harm,Self-harm,"Self-harm is deliberate bodily damage inflicted on oneself resulting in death or injury. ICD-9: E950–E959, ICD-10: X60–X64.9, X66–X84.9, Y87.0.
Self-harm caused 759 000 deaths (95% UI 685 000–832 000) in 2019 and 10·1% (9·2–11·1) of deaths in the 20–24 year age group. Age-standardised death rates decreased 16·5% (10·3–21·4) between 2010 and 2019. Self-harm was the 19th-leading Level 3 cause in terms of age-standardised death rate in 2019.
",% ?,Self-harm and interpersonal violence,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
ihme-self-harm-by-firearm,Self-harm by firearm,"Death or disability inflicted by intentional use of a firearm on oneself.
Self-harm by firearm was responsible for 52 700 deaths (95% UI 46 300–61 900) in 2019. 27 600 deaths (24 100–33 300) occurred in the 15–49 years age group, constituting 0·4% (0·3–0·4) of all deaths and 0·4% (0·3–0·5) of YLLs for that population. 45 100 deaths (38 700–54 600) from self-harm by firearm globally were in males.
",% ?,Self-harm,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-self-harm-by-other-specified-means,Self-harm by other specified means,"Death or occurrence of deliberate bodily damage inflicted on oneself resulting in death by means of self-poisoning, medication overdose, transport, falling from height, hanging or strangulation, or other mechanisms not including firearms or sharp objects.
Self-harm by other specified means caused 706 000 deaths (95% UI 634 000–777 000) in 2019. The age-standardised mortality rate decreased from 10.5 per 100 000 (9·4–11·2) in 2010 to 8.7 per 100 000 (7·9–9·6) in 2019 and was highest in eastern Europe in 2019.
",% ?,Self-harm,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-interpersonal-violence,Interpersonal violence,"GBD defines interpersonal violence as death or disability from intentional use of physical force or power, threatened or actual, from another person or group not including military or police forces. Included are ICD-9: E960–E969; ICD-10: X85–Y08.9, Y87.1–Y87.2.
Interpersonal violence was responsible for 415 000 deaths (95% UI 388 000–447 000) in 2019. 312 000 deaths (291 000–336 000) occurred in the 15–49 years age group, constituting 4·2% (4·0–4·5) of deaths and 4·6% (4·4–4·9) of YLLs for that population.
",% ?,Self-harm and interpersonal violence,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
ihme-physical-violence-by-firearm,Physical violence by firearm,"Death or disability from intentional use of a firearm by another person, not including military or police forces.
Physical violence by firearm was responsible for 177 000 deaths (95% UI 164 000–193 000) in 2019. 148 000 deaths (137 000–160 000) occurred in the 15–49 years age group, constituting 2·0% (1·9–2·1) of deaths and 2·2% (2·1–2·4) of YLLs for that population. Physical violence by firearm was the 60th leading Level 4 cause in terms of age-standardised death rate in 2019.
",% ?,Interpersonal violence,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-physical-violence-by-sharp-object,Physical violence by sharp object,"Death or disability from intentional use of physical force or power by a sharp object from another person, not including military or police forces.
Physical violence by sharp object caused 98 400 deaths (95% UI 82 600–110 000) in 2019. Age-standardised mortality rate (ASMR) decreased from 1·4 per 100 000 (1·2–1·5) in 2010 to 1·2 per 100 000 (1·0–1·4) in 2019.
",% ?,Interpersonal violence,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-physical-violence-by-other-means,Physical violence by other means,"Death or disability from intentional use of physical force or power by an object other than a firearm or sharp object from another person not including legal, military, or police forces.
Physical violence by other means was responsible for 139 000 deaths (95% UI 127 000–153 000) in 2019. 89 400 deaths (81 000–99 000) occurred in the 15-49 years age group.
",% ?,Interpersonal violence,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-exposure-to-forces-of-nature,Exposure to forces of nature,"A force that is beyond human control. This Includes earthquakes, volcanic eruptions, avalanches, storms, lightning strikes, and floods.
Exposure to forces of nature was responsible for 6080 deaths (95% UI 5520–6690) in 2019. Of these deaths, 2720 (2470–2990) occurred in locations with a low SDI and 219 deaths (199–241) occurred in locations with a high SDI.
",% ?,Unintentional injuries,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
ihme-maternal-deaths-aggravated-by-hiv/aids,Maternal deaths aggravated by HIV/AIDS,"Maternal deaths aggravated by HIV/AIDS are deaths occurring in HIV-positive women whose pregnancy has exacerbated their HIV/AIDS, leading to death.
Maternal deaths aggravated by HIV/AIDS was responsible for 1590 deaths (95% UI 953–2290) among females ages 10 to 54, an 118% (67·0–183) increase since 1990.
",% ?,Maternal disorders,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-hiv/aids,HIV/AIDS,"The human immunodeficiency virus (HIV) causes influenza-like symptoms during the acute period following infection, and can lead to acquired immunodeficiency syndrome (AIDS) if untreated. HIV attacks the immune system, leaving infected individuals more susceptible to opportunistic infections like tuberculosis. We do not distinguish between HIV-1 and HIV-2.
Globally in 2019, the number of HIV-related deaths was 864 000 (95% UI 786 000–996 000) and the number of new HIV infections was 1·99 million (1·76–2·26). The majority of this burden was seen in the sub-Saharan Africa super-region, which accounted for 74·0% (71·4–76·9) of global HIV-related deaths and 64·9% (61·1–69·1) of new HIV infections in 2019.
",% ?,HIV/AIDS and sexually transmitted infections,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
ihme-hiv/aids-resulting-in-other-diseases,HIV/AIDS resulting in other diseases,"Deaths among HIV-positive people from diseases other than tuberculosis. This is computed by subtracting HIV/AIDS–tuberculosis deaths from all HIV deaths.
Globally in 2019, 35·0 million (95% UI 33·2–36·9) HIV-positive people experienced non-tuberculosis diseases. In the same year, there were 647 000 deaths (552 000–780 000) from HIV/AIDS resulting in diseases other than TB and 1·99 million (1·76–2·26) new cases.
",% ?,HIV/AIDS,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-diarrheal-diseases,Diarrheal diseases,"This aggregate cause incorporates death and disability resulting from diarrhoeal diseases for 13 different aetiologies. Diarrhoeal disease episodes were defined as three or more loose stools in a 24-hour period. Included are ICD-9: 001–009.9; ICD-10: A00–A09, R19.7.
In 2019, 6·58 billion (95% UI 6·05–7·14) incident cases and 99·0 million (92·1–106) prevalent cases of diarrhoeal diseases contributed to 1·53 million (1·09–2·22) deaths and 80·9 million (65·4–103) DALYs. The most DALYs occurred in children under 5 years (45·5 million [35·8–58·3]).
",% ?,Enteric infections,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
ihme-typhoid-fever,Typhoid fever,"Typhoid fever results from systemic infection with Salmonella enterica serotype Typhi. It is characterised by febrile illness and, in severe cases, gastrointestinal bleeding, altered mental state, intestinal perforation, and death.
9·24 million (95% UI 5·94–14·1) cases of typhoid fever occurred in 2019, resulting in 110 000 deaths (52 800–191 000) and 8·05 million (3·86–13·9) DALYs.
",% ?,Typhoid and paratyphoid,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-paratyphoid-fever,Paratyphoid fever,"Paratyphoid fever results from systemic infection with Salmonella enterica serotype Paratyphi. It is characterised by febrile illness and, in severe cases, gastrointestinal bleeding, altered mental status, intestinal perforation, and death.
3·80 million (95% UI 2·36–6·11) cases of paratyphoid fever occurred in 2019, resulting in 23 300 deaths (9800–45 700) and 1·64 million (0·682–3·21) DALYs.
",% ?,Typhoid and paratyphoid,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-other-intestinal-infectious-diseases,Other intestinal infectious diseases,"Other intestinal infectious diseases include intestinal infectious diseases other than diarrhoeal diseases, typhoid and paratyphoid, and invasive non-typhoidal Salmonella (iNTS).
Globally in 2019, there were 1400 deaths (95% UI 1000–1850) and 112 000 DALYs (79 200–149 000) due to other intestinal infectious diseases.
",% ?,Enteric infections,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
ihme-acute-hepatitis,Acute hepatitis,"Hepatitis is a viral infection that can lead to inflammation of the liver. This Level 3 cause incorporates death and disability resulting from acute hepatitis A, B, C, and E.
Acute hepatitis resulted in 4·35 million (95% UI 3·57–5·22) global DALYs in 2019. Acute hepatitis A, B, C, and E contributed 53·9% (42·9–63·6), 37·2% (27·8–47·4), 5·8% (3·4–8·8), and 3·0% (2·1–4·0) to DALYs for the acute hepatitis parent, respectively.
",% ?,Other infectious diseases,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
ihme-acute-hepatitis-a,Acute hepatitis A,"Hepatitis A is a viral infection that affects the liver. It is transmitted by faeco-oral route.
Acute hepatitis A resulted in 2·35 million (95% UI 1·70–3·09) global DALYs in 2019 and was responsible for 53·9% (42·9–63·6) of acute hepatitis DALYs.
",% ?,Acute hepatitis,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-acute-hepatitis-b,Acute hepatitis B,"Hepatitis B is a viral infection of the liver. It can be transmitted during medical procedures, through unsafe injecting, sexually, and from mother to child.
Acute hepatitis B resulted in 1·61 million (95% UI 1·17–2·21) global DALYs in 2019 and was responsible for 37·2% (27·8–47·4) of acute hepatitis DALYs.
",% ?,Acute hepatitis,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-acute-hepatitis-c,Acute hepatitis C,"Hepatitis C is a viral infection of the liver. It is transmitted through injecting needles and during medical procedures.
Acute hepatitis C resulted in 253 000 global DALYs (95% UI 145 000–375 000) in 2019 and was responsible for 5·8% (3·4–8·8) of acute hepatitis DALYs.
",% ?,Acute hepatitis,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-acute-hepatitis-e,Acute hepatitis E,"Hepatitis E is a viral infection that affects the liver. It is transmitted by faeco-oral route.
Acute hepatitis E resulted in 131 000 global DALYs (95% UI 84 600–191 000) in 2019 and was responsible for 3·0% (2·1–4·0) of acute hepatitis DALYs.
",% ?,Acute hepatitis,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,,
ihme-leprosy,Leprosy,"The estimates for leprosy represent Grade 1 and Grade 2 cases. Grade 1 disability includes scarring or sensory impairment, and Grade 2 cases are characterised by ulcers, severe atrophy, or severe sensory impairment. 
The global burden of leprosy in 2019 was 28 800 DALYs (95% UI 18 600–42 000). 
",% ?,Neglected tropical diseases and malaria,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
ihme-other-unspecified-infectious-diseases,Other unspecified infectious diseases,"Other unspecified infectious diseases include scarlet fever, other bacterial diseases, atypical viral infections of CNS, other viral infections, mononucleosis, rheumatic fever without heart involvement, other neonatal infections, and other infections in other organs.
Globally in 2019, there were 52·7 million (95% UI 51·7–53·6) prevalent cases of other unspecified infectious diseases, with 71 700 deaths (50 800–85 400).
",% ?,Other infectious diseases,None,DALY?,ihme,IHME,http://ghdx.healthdata.org/gbd-results-tool,2.0,,30.0,41.0
